ID,Survey,S,Survey_2,S_2,Dist
85623,2010,5.381,2011,5.55,0.169
85013,2010,7.102,2011,7.23,0.128
85064,2010,7.723,2011,45.238,37.515
85453,2010,8.891,2011,26.834,17.943
85630,2010,13.23,2011,14.573,1.343
85550,2010,1.734,2011,18.713,16.979
85616,2010,1.613,2011,12.874,11.261
85553,2010,1.209,2011,63.602,62.393
85506,2010,12.636,2011,12.802,0.166
84903,2010,12.515,2011,62.742,50.227
85515,2010,14.032,2011,71.096,57.064
85381,2010,14.48,2011,14.711,0.231
85264,2010,25.664,2011,25.855,0.191
85067,2010,26.459,2011,26.617,0.158
85509,2010,26.21,2011,27.823,1.613
85136,2010,27.449,2011,27.599,0.15
85350,2010,27.898,2011,28.165,0.267
85314,2010,28.61,2011,28.725,0.115
85665,2010,28.564,2011,28.702,0.138
85728,2010,28.61,2011,28.863,0.253
84930,2010,28.714,2011,28.737,0.023
85484,2010,27.791,2011,30.708,2.917
85008,2010,23.389,2011,23.437,0.048
85063,2010,22.771,2011,22.759,0
85493,2010,21.956,2011,21.956,0
85733,2010,20.77,2011,23.835,3.065
85046,2010,20.607,2011,24.474,3.867
84985,2010,16.245,2011,25.409,9.164
85390,2010,19.057,2011,23.285,4.228
85326,2010,15.486,2011,16.065,0.579
85649,2010,25.918,2011,75.536,49.618
85086,2010,28.048,2011,51.908,23.86
85171,2010,29.07,2011,38.319,9.249
85428,2010,28.794,2011,31.684,2.89
85498,2010,30.684,2011,30.772,0.088
85307,2010,30.635,2011,30.837,0.202
85746,2010,31.111,2011,31.137,0.026
85009,2010,31.879,2011,31.879,0
85526,2010,30.353,2011,30.672,0.319
84959,2010,32.943,2011,33.526,0.583
85133,2010,32.654,2011,99.153,66.499
85737,2010,37.184,2011,91.888,54.704
84917,2010,41.245,2011,46.053,4.808
85095,2010,46.244,2011,47.363,1.119
85206,2010,49.853,2011,50.169,0.316
84947,2010,47.572,2011,48.694,1.122
85196,2010,57.968,2011,57.881,0
85021,2010,57.778,2011,150.806,93.028
85549,2010,59.65,2011,59.616,0
85663,2010,61.065,2011,211.21,150.145
84833,2010,78.722,2011,78.889,0.167
85037,2010,72.845,2011,73.422,0.577
84885,2010,82.963,2011,104.625,21.662
84970,2010,88.335,2011,138.679,50.344
85455,2010,93.506,2011,224.402,130.896
85153,2010,86.201,2011,86.406,0.205
85148,2010,98.138,2011,212.276,114.138
85344,2010,98.809,2011,171.885,73.076
85601,2010,100.58,2011,100.683,0.103
85743,2010,109.37,2011,109.148,0
85641,2010,109.846,2011,109.71,0
85405,2010,99.342,2011,99.841,0.499
85062,2010,99.961,2011,111.325,11.364
85752,2010,107.768,2011,202.674,94.906
85140,2010,97.88,2011,213.65,115.77
85704,2010,105.463,2011,106.215,0.752
85303,2010,108.586,2011,108.603,0.017
85757,2010,114.106,2011,214.182,100.076
85579,2010,116.438,2011,159.897,43.459
85711,2010,118.747,2011,118.562,0
85112,2010,119.521,2011,119.873,0.352
85537,2010,120.175,2011,120.024,0
85692,2010,122.105,2011,147.176,25.071
85719,2010,123.728,2011,123.21,0
85376,2010,124.431,2011,124.08,0
85494,2010,126.753,2011,127.204,0.451
85173,2010,125.684,2011,125.634,0
85389,2010,127.154,2011,127.605,0.451
85687,2010,131.716,2011,162.995,31.279
85055,2010,132.687,2011,133.425,0.738
85540,2010,132.62,2011,192.586,59.966
85338,2010,133.677,2011,133.425,0
85414,2010,134.483,2011,163.356,28.873
85191,2010,139.549,2011,139.72,0.171
85215,2010,141.197,2011,258.038,116.841
85702,2010,141.594,2011,141.768,0.174
85716,2010,143.54,2011,169.488,25.948
85149,2010,147.623,2011,147.176,0
84934,2010,148.827,2011,148.954,0.127
85154,2010,149.315,2011,149.822,0.507
85383,2010,149.442,2011,206.541,57.099
84980,2010,148.393,2011,174.919,26.526
85525,2010,148.755,2011,164.078,15.323
85488,2010,151.098,2011,154.588,3.49
84870,2010,152.013,2011,187.043,35.03
85615,2010,155.783,2011,320.894,165.111
85139,2010,159.612,2011,165.275,5.663
85219,2010,158.741,2011,165.123,6.382
85367,2010,159.328,2011,159.745,0.417
84897,2010,162.025,2011,176.368,14.343
85638,2010,163.584,2011,246.478,82.894
85022,2010,162.139,2011,161.378,0
85279,2010,164.743,2011,164.534,0
84828,2010,169.302,2011,190.291,20.989
85569,2010,172.507,2011,172.324,0
85708,2010,176.419,2011,214.69,38.271
84928,2010,178.098,2011,177.748,0
85470,2010,177.748,2011,177.458,0
85194,2010,174.16,2011,175.97,1.81
85243,2010,176.075,2011,178.808,2.733
85460,2010,179.773,2011,180.983,1.21
85408,2010,180.935,2011,181.508,0.573
85563,2010,181.982,2011,181.141,0
85528,2010,183.109,2011,183.534,0.425
85544,2010,182.772,2011,182.846,0.074
85518,2010,182.963,2011,183.212,0.249
85744,2010,184.498,2011,185.1,0.602
85612,2010,186.44,2011,213.009,26.569
85199,2010,187.055,2011,205.365,18.31
84988,2010,192.981,2011,193.112,0.131
84958,2010,193.852,2011,204.393,10.541
84971,2010,196.767,2011,198.066,1.299
84975,2010,202.031,2011,202.244,0.213
85229,2010,182.044,2011,182.579,0.535
85583,2010,178.907,2011,189.465,10.558
95081,2010,179.836,2011,180.712,0.876
84931,2010,180.935,2011,181.047,0.112
85310,2010,183.637,2011,183.725,0.088
85740,2010,184.428,2011,184.806,0.378
85710,2010,184.19,2011,184.582,0.392
85226,2010,184.204,2011,184.526,0.322
84912,2010,184.428,2011,184.806,0.378
85276,2010,185.879,2011,185.366,0
95084,2010,185.436,2011,185.853,0.417
85386,2010,185.1,2011,185.933,0.833
85679,2010,185.746,2011,185.282,0
85125,2010,185.573,2011,186.266,0.693
85170,2010,185.408,2011,185.478,0.07
85575,2010,185.959,2011,187.677,1.718
85157,2010,185.706,2011,185.546,0
85571,2010,185.666,2011,187.462,1.796
85069,2010,187.081,2011,187.132,0.051
85331,2010,187.944,2011,283.923,95.979
85109,2010,187.512,2011,188.543,1.031
84967,2010,187.69,2011,187.982,0.292
84932,2010,187.652,2011,187.5,0
84948,2010,187.957,2011,188.071,0.114
85201,2010,187.969,2011,188.314,0.345
85312,2010,187.652,2011,188.205,0.553
84962,2010,186.053,2011,186.76,0.707
85729,2010,186.32,2011,186.733,0.413
85415,2010,189.303,2011,190.606,1.303
85085,2010,188.978,2011,189.476,0.498
85074,2010,188.64,2011,189.384,0.744
85400,2010,202.518,2011,188.845,0
85092,2010,189.195,2011,189.717,0.522
85122,2010,188.628,2011,291.496,102.868
85222,2010,186.865,2011,188.071,1.206
84849,2010,186.573,2011,187.055,0.482
85421,2010,188.326,2011,190.452,2.126
85315,2010,190.573,2011,220.124,29.551
85508,2010,191.978,2011,212.008,20.03
85099,2010,191,2011,190.88,0
84898,2010,191.842,2011,192.597,0.755
85106,2010,191.482,2011,192.87,1.388
85709,2010,191.11,2011,193.253,2.143
85559,2010,193.587,2011,194.577,0.99
85691,2010,194.76,2011,194.962,0.202
85538,2010,195.783,2011,196.323,0.54
85676,2010,197.04,2011,321.338,124.298
85675,2010,196.389,2011,198.566,2.177
85531,2010,198.661,2011,216.78,18.119
85547,2010,201.044,2011,204.116,3.072
85648,2010,201.566,2011,203.575,2.009
85233,2010,202.713,2011,203.29,0.577
85245,2010,203.821,2011,354.52,150.699
85477,2010,204.621,2011,311.301,106.68
85645,2010,204.403,2011,205.325,0.922
85295,2010,203.89,2011,204.819,0.929
84835,2010,204.77,2011,206.361,1.591
85366,2010,206.042,2011,206.831,0.789
85651,2010,206.431,2011,218.603,12.172
84936,2010,206.641,2011,279.73,73.089
85357,2010,206.591,2011,224.759,18.168
85407,2010,208.394,2011,207.702,0
85328,2010,205.524,2011,373.724,168.2
85435,2010,204.71,2011,220.064,15.354
85412,2010,209.979,2011,211.29,1.311
84925,2010,208.625,2011,220.334,11.709
85232,2010,207.051,2011,223.042,15.991
85128,2010,209.859,2011,432.27,222.411
85186,2010,209.257,2011,306.964,97.707
85674,2010,209.588,2011,210.17,0.582
84867,2010,209.839,2011,210.22,0.381
85520,2010,209.056,2011,227.051,17.995
84874,2010,208.464,2011,289.725,81.261
85424,2010,208.394,2011,306.042,97.648
85440,2010,208.314,2011,359.094,150.78
85536,2010,210.15,2011,210.8,0.65
85677,2010,209.789,2011,209.929,0.14
85271,2010,210.87,2011,212.454,1.584
85664,2010,211.08,2011,242.705,31.625
85437,2010,211.38,2011,211.519,0.139
85385,2010,210.92,2011,280.019,69.099
85568,2010,211.25,2011,276.065,64.815
85469,2010,210.74,2011,212.563,1.823
84965,2010,211.599,2011,212.454,0.855
85101,2010,210.25,2011,486.885,276.635
85723,2010,211.719,2011,331.943,120.224
85445,2010,212.157,2011,457.03,244.873
85190,2010,212.435,2011,211.978,0
85736,2010,212.871,2011,221.279,8.408
84820,2010,212.484,2011,375.173,162.689
85020,2010,213.513,2011,214.71,1.197
85632,2010,213.434,2011,213.975,0.541
85177,2010,212.207,2011,212.365,0.158
84902,2010,211.17,2011,324.997,113.827
85603,2010,224.312,2011,326.352,102.04
85598,2010,224.301,2011,223.993,0
