ID,Survey,S,Survey_2,S_2,Dist
85630,2009,1.772,2010,13.23,11.458
85613,2009,1.404,2010,204.908,203.504
85708,2009,1.817,2010,176.419,174.602
85620,2009,2.31,2010,127.321,125.011
85623,2009,2.468,2010,5.381,2.913
85647,2009,2.418,2010,274.475,272.057
85578,2009,2.153,2010,289.503,287.35
85603,2009,0.721,2010,224.312,223.591
85571,2009,0.711,2010,185.666,184.955
85543,2009,1.979,2010,4.833,2.854
85550,2009,1.351,2010,1.734,0.383
85553,2009,1.225,2010,1.209,0
85616,2009,1.324,2010,1.613,0.289
85745,2009,2.534,2010,212.643,210.109
85750,2009,2.65,2010,317.361,314.711
85695,2009,2.97,2010,224.469,221.499
84934,2009,4.23,2010,148.827,144.597
84947,2009,3.732,2010,47.572,43.84
84922,2009,3.333,2010,187.246,183.913
85717,2009,3.41,2010,292.743,289.333
85639,2009,3.711,2010,181.447,177.736
85649,2009,3.032,2010,25.918,22.886
84936,2009,4.491,2010,206.641,202.15
85064,2009,4.676,2010,7.723,3.047
84930,2009,4.717,2010,28.714,23.997
85046,2009,5.784,2010,20.607,14.823
85007,2009,5.488,2010,311.939,306.451
85752,2009,4.347,2010,107.768,103.421
85704,2009,4.511,2010,105.463,100.952
85694,2009,4.928,2010,230.353,225.425
85067,2009,6.249,2010,26.459,20.21
84977,2009,6.406,2010,286.367,279.961
84908,2009,6.738,2010,216.858,210.12
85722,2009,5.841,2010,225.771,219.93
85008,2009,7.13,2010,23.389,16.259
85009,2009,7.378,2010,31.879,24.501
85013,2009,6.981,2010,7.102,0.121
85068,2009,6.838,2010,309.421,302.583
84854,2009,7.297,2010,210.98,203.683
85453,2009,7.484,2010,8.891,1.407
85665,2009,7.787,2010,28.564,20.777
85737,2009,8.085,2010,37.184,29.099
85493,2009,8.758,2010,21.956,13.198
85498,2009,8.632,2010,30.684,22.052
84961,2009,6.719,2010,220.613,213.894
85644,2009,7.068,2010,205.604,198.536
84980,2009,6.418,2010,148.393,141.975
85062,2009,7.459,2010,99.961,92.502
84891,2009,5.918,2010,277.404,271.486
85757,2009,8.352,2010,114.106,105.754
85055,2009,7.7,2010,132.687,124.987
85645,2009,8.346,2010,204.403,196.057
85585,2009,9.047,2010,228.486,219.439
85037,2009,7.812,2010,72.845,65.033
85508,2009,9.414,2010,191.978,182.564
85526,2009,9.433,2010,30.353,20.92
85509,2009,9.465,2010,26.21,16.745
85533,2009,10.243,2010,30.12,19.877
85457,2009,10.263,2010,196.964,186.701
85711,2009,9.079,2010,118.747,109.668
85584,2009,9.918,2010,14.746,4.828
85602,2009,9.99,2010,209.909,199.919
85314,2009,10.354,2010,28.61,18.256
85376,2009,10.642,2010,124.431,113.789
85350,2009,10.682,2010,27.898,17.216
85307,2009,10.628,2010,30.635,20.007
85372,2009,11.061,2010,216.606,205.545
85359,2009,11.633,2010,210.3,198.667
85486,2009,12.718,2010,203.93,191.212
85317,2009,12.173,2010,299.803,287.63
85280,2009,12.014,2010,211.798,199.784
85390,2009,12.117,2010,19.057,6.94
85530,2009,10.237,2010,19.945,9.708
84864,2009,10.133,2010,210.77,200.637
85612,2009,10.107,2010,186.44,176.333
85502,2009,10.53,2010,12.39,1.86
85515,2009,11.227,2010,14.032,2.805
85460,2009,11.525,2010,179.773,168.248
85506,2009,11.809,2010,12.636,0.827
85525,2009,11.633,2010,148.755,137.122
85716,2009,12.028,2010,143.54,131.512
85414,2009,11.816,2010,134.483,122.667
85609,2009,11.918,2010,93.144,81.226
85451,2009,11.402,2010,288.041,276.639
85455,2009,11.592,2010,93.506,81.914
85534,2009,12.669,2010,226.314,213.645
85636,2009,12.572,2010,298.696,286.124
84903,2009,4.518,2010,12.515,7.997
84885,2009,5.034,2010,82.963,77.929
85746,2009,12.871,2010,31.111,18.24
85714,2009,13.414,2010,229.109,215.695
85063,2009,14.006,2010,22.771,8.765
85334,2009,13.24,2010,310.421,297.181
85702,2009,13.811,2010,141.594,127.783
85242,2009,14.144,2010,230.159,216.015
85468,2009,13.414,2010,221.442,208.028
84920,2009,13.657,2010,218.525,204.868
84897,2009,14.579,2010,162.025,147.446
85604,2009,14.282,2010,252.119,237.837
85381,2009,13.65,2010,14.48,0.83
85370,2009,13.511,2010,219.1,205.589
85499,2009,13.518,2010,226.55,213.032
85326,2009,13.33,2010,15.486,2.156
85401,2009,12.648,2010,221.585,208.937
85343,2009,14.296,2010,282.17,267.874
85559,2009,15.481,2010,193.587,178.106
85487,2009,15.534,2010,277.021,261.487
85741,2009,16.094,2010,291.812,275.718
85456,2009,16.649,2010,466.248,449.599
85465,2009,14.819,2010,210.44,195.621
85753,2009,15.179,2010,224.223,209.044
85052,2009,14.586,2010,276.744,262.158
84910,2009,15.375,2010,216.877,201.502
85328,2009,17.122,2010,205.524,188.402
85211,2009,16.791,2010,219.945,203.154
84985,2009,14.482,2010,16.245,1.763
85556,2009,14.496,2010,222.171,207.675
85733,2009,13.922,2010,20.77,6.848
84968,2009,14.927,2010,226.753,211.826
84964,2009,15.488,2010,225.229,209.741
85133,2009,16.138,2010,32.654,16.516
85136,2009,17.239,2010,27.449,10.21
85122,2009,20.207,2010,188.628,168.421
84959,2009,20.28,2010,32.943,12.663
85697,2009,20.499,2010,202.41,181.911
85113,2009,17.982,2010,313.475,295.493
85490,2009,17.743,2010,221.759,204.016
85090,2009,18.274,2010,502.988,484.714
85203,2009,18.564,2010,225.332,206.768
85022,2009,18.706,2010,162.139,143.433
85366,2009,18.205,2010,206.042,187.837
85686,2009,16.61,2010,212.762,196.152
85740,2009,18.371,2010,184.428,166.057
