ID,Survey,S,Survey_2,S_2,Dist
85293,2007,0.38,2008,128.507,128.127
85603,2007,0.75,2008,0.604,0
85559,2007,0.916,2008,14.771,13.855
85604,2007,1.019,2008,10.035,9.016
85538,2007,0.604,2008,194.537,193.933
85554,2007,1.879,2008,140.091,138.212
85560,2007,1.799,2008,201.908,200.109
85610,2007,2.028,2008,86.886,84.858
85645,2007,1.109,2008,8.303,7.194
85568,2007,1.153,2008,110.729,109.576
85629,2007,1.727,2008,133.186,131.459
85638,2007,2.327,2008,105.753,103.426
85573,2007,2.186,2008,187.205,185.019
85639,2007,2.683,2008,3.971,1.288
85578,2007,2.211,2008,2.26,0.049
85576,2007,1.709,2008,115.443,113.734
85647,2007,2.219,2008,2.625,0.406
85745,2007,2.675,2008,2.746,0.071
85623,2007,2.459,2008,2.617,0.158
85649,2007,2.754,2008,3.094,0.34
85713,2007,1.79,2008,107.52,105.73
85613,2007,1.413,2008,1.548,0.135
85630,2007,1.808,2008,1.887,0.079
85620,2007,2.343,2008,2.551,0.208
85750,2007,2.754,2008,2.823,0.069
85695,2007,2.939,2008,3.078,0.139
85708,2007,1.987,2008,2.02,0.033
84934,2007,4.285,2008,4.34,0.055
84930,2007,4.738,2008,4.868,0.13
85064,2007,4.662,2008,4.786,0.124
84947,2007,3.624,2008,3.819,0.195
84922,2007,3.232,2008,3.41,0.178
85536,2007,3.117,2008,191.777,188.66
85717,2007,3.009,2008,3.537,0.528
84946,2007,3.544,2008,70.372,66.828
84936,2007,4.457,2008,4.608,0.151
85723,2007,4.402,2008,161.788,157.386
85694,2007,3.913,2008,4.908,0.995
84948,2007,4.058,2008,99.129,95.071
85743,2007,2.908,2008,109.363,106.455
85704,2007,3.24,2008,4.594,1.354
85646,2007,3.949,2008,51.96,48.011
85752,2007,4.457,2008,4.408,0
85753,2007,3.855,2008,15.097,11.242
85636,2007,3.387,2008,10.328,6.941
85652,2007,3.248,2008,137.773,134.525
85650,2007,2.901,2008,222.126,219.225
85673,2007,2.908,2008,102.976,100.068
85697,2007,3.248,2008,20.373,17.125
85067,2007,6.274,2008,6.349,0.075
85046,2007,6.014,2008,5.988,0
85012,2007,5.899,2008,5.847,0
84910,2007,6.161,2008,15.226,9.065
84977,2007,5.758,2008,6.437,0.679
85007,2007,5.579,2008,5.7,0.121
84967,2007,6.148,2008,102.526,96.378
84867,2007,6.078,2008,85.887,79.809
84974,2007,5.475,2008,219.01,213.535
85611,2007,4.902,2008,201.908,197.006
84898,2007,5.822,2008,24.023,18.201
85709,2007,5.867,2008,37.407,31.54
85070,2007,5.656,2008,53.261,47.605
85722,2007,5.739,2008,5.835,0.096
84890,2007,5.649,2008,291.291,285.642
85555,2007,5.752,2008,179.206,173.454
85663,2007,5.892,2008,59.55,53.658
84901,2007,5.732,2008,192.784,187.052
84916,2007,6.058,2008,92.85,86.792
84980,2007,6.406,2008,6.349,0
85725,2007,6.033,2008,185.917,179.884
85055,2007,6.763,2008,7.638,0.875
84912,2007,6.305,2008,75.627,69.322
85050,2007,6.581,2008,71.596,65.015
84961,2007,6.838,2008,6.694,0
85068,2007,6.875,2008,6.863,0
84908,2007,6.594,2008,6.769,0.175
85013,2007,7.142,2008,7.099,0
85063,2007,6.937,2008,14.033,7.096
85737,2007,8.247,2008,8.222,0
85008,2007,7.248,2008,7.26,0.012
85009,2007,7.577,2008,7.533,0
85665,2007,7.806,2008,7.874,0.068
85556,2007,8.135,2008,9.727,1.592
85453,2007,7.626,2008,7.645,0.019
85586,2007,7.341,2008,228.214,220.873
84854,2007,7.31,2008,7.297,0
85712,2007,7.198,2008,221.603,214.405
85724,2007,7.223,2008,118.337,111.114
85608,2007,7.738,2008,22.351,14.613
85467,2007,8.047,2008,168.2,160.153
84904,2007,8.041,2008,65.14,57.099
85532,2007,7.651,2008,138.247,130.596
85527,2007,7.502,2008,221.807,214.305
